poetryId,标题,诗文,翻译,朝代,诗人,标签
49657,画堂春·寄子由,柳花飞处麦摇波，晚湖净鉴新磨。小舟飞棹去如梭，齐唱采菱歌。平野水云溶漾，小楼风日晴和。济南何在暮云多，归去奈愁何。,"陈州城内美景多，柳花纷飞的地方，麦子随风摇摆，如金色的波浪一般。风平浪静之后，夜晚的大明湖犹如新磨的镜子一般明亮照人。湖上的小舟双棹齐飞，就好比织衣服的梭子那般在湖面上飞快来去。船上的采菱女们一齐唱着采菱歌，歌声悦耳动听。
平原之上，水云相接之处，水天一色，碧波荡漾。小楼之外，风和日丽，天气晴好。济南风光如此大好，但依然难解心中的相思之情。归去，为何就这般难呢？",宋代,苏轼,写景
49657,画堂春·寄子由,柳花飞处麦摇波，晚湖净鉴新磨。小舟飞棹去如梭，齐唱采菱歌。平野水云溶漾，小楼风日晴和。济南何在暮云多，归去奈愁何。,"陈州城内美景多，柳花纷飞的地方，麦子随风摇摆，如金色的波浪一般。风平浪静之后，夜晚的大明湖犹如新磨的镜子一般明亮照人。湖上的小舟双棹齐飞，就好比织衣服的梭子那般在湖面上飞快来去。船上的采菱女们一齐唱着采菱歌，歌声悦耳动听。
平原之上，水云相接之处，水天一色，碧波荡漾。小楼之外，风和日丽，天气晴好。济南风光如此大好，但依然难解心中的相思之情。归去，为何就这般难呢？",宋代,苏轼,抒情
49657,画堂春·寄子由,柳花飞处麦摇波，晚湖净鉴新磨。小舟飞棹去如梭，齐唱采菱歌。平野水云溶漾，小楼风日晴和。济南何在暮云多，归去奈愁何。,"陈州城内美景多，柳花纷飞的地方，麦子随风摇摆，如金色的波浪一般。风平浪静之后，夜晚的大明湖犹如新磨的镜子一般明亮照人。湖上的小舟双棹齐飞，就好比织衣服的梭子那般在湖面上飞快来去。船上的采菱女们一齐唱着采菱歌，歌声悦耳动听。
平原之上，水云相接之处，水天一色，碧波荡漾。小楼之外，风和日丽，天气晴好。济南风光如此大好，但依然难解心中的相思之情。归去，为何就这般难呢？",宋代,苏轼,思念
49662,浪淘沙·探春,昨日出东城，拭探春情。墙头红杏暗如倾。槛内群芳芽未吐，早已回春。绮陌敛香尘，雪霁前村。东君用意不辞辛。料想春光先到处，吹绽梅英。,"昨天出东城踏青游玩。墙上的红杳颜色很暗，茂密得好像要倾斜下夹。栏杆内侧的各种花草却还没有露出花苞，春天的脚步还没走到这里。
美丽的小路上，女子经过，扬起尘土和落花，前面的村子，刚刚下过雪。这是掌管春天的神辛勤的脚步吧？想必春天来到之时，柔风一定会先吹下梅花。",宋代,苏轼,春天
49662,浪淘沙·探春,昨日出东城，拭探春情。墙头红杏暗如倾。槛内群芳芽未吐，早已回春。绮陌敛香尘，雪霁前村。东君用意不辞辛。料想春光先到处，吹绽梅英。,"昨天出东城踏青游玩。墙上的红杳颜色很暗，茂密得好像要倾斜下夹。栏杆内侧的各种花草却还没有露出花苞，春天的脚步还没走到这里。
美丽的小路上，女子经过，扬起尘土和落花，前面的村子，刚刚下过雪。这是掌管春天的神辛勤的脚步吧？想必春天来到之时，柔风一定会先吹下梅花。",宋代,苏轼,写景
49662,浪淘沙·探春,昨日出东城，拭探春情。墙头红杏暗如倾。槛内群芳芽未吐，早已回春。绮陌敛香尘，雪霁前村。东君用意不辞辛。料想春光先到处，吹绽梅英。,"昨天出东城踏青游玩。墙上的红杳颜色很暗，茂密得好像要倾斜下夹。栏杆内侧的各种花草却还没有露出花苞，春天的脚步还没走到这里。
美丽的小路上，女子经过，扬起尘土和落花，前面的村子，刚刚下过雪。这是掌管春天的神辛勤的脚步吧？想必春天来到之时，柔风一定会先吹下梅花。",宋代,苏轼,抒情
49668,临江仙·昨夜渡江何处宿,昨夜渡江何处宿，望中疑是秦淮。月明谁起笛中哀。多情王谢女，相逐过江来。云雨未成还又散，思量好事难谐。凭陵急桨两相催。相伊归去后，应似我情怀。,"昨夜度过扬子江寻找住宿的地方时，远望中疑似来到秦淮河畔。明月夜里，谁在吹笛，笛声竟是这么悲哀?那富深情的高贵歌妓和侍女，竞相跟随过到江北来。
情爱，尚未成真而今又要分离了，好事难得如愿啊！驾船人要急于开船，催促歌妓与侍女回江南去，他们不得不分离。我预计她们回去以后的心情，也当同我的心情一样悲伤。",宋代,苏轼,写人
49669,蝶恋花·春事阑珊芳草歇,春事阑珊芳草歇。客里风光，又过清明节。小院黄昏人忆别。落红处处闻啼鴂。咫尺江山分楚越。目断魂销，应是音尘绝。梦破五更心欲折。角声吹落梅花月。,"本来春天是百花盛开、野草芳菲的季节，处处都有令人赏心悦目、欢情无限的景象。但好景不长，这种美好的景色早就过去了。久处异乡，又是一年清明节。黄昏坐在小院思念亲人。可是，在遍地落花时偏偏遇到伯劳鸟。
亲人所处之地与这里仅隔咫尺江山，却也分楚越界域，不能自由往来而只能悬目相望，鱼雁互通。望穿秋水却音信全无。及至五更，不仅美梦不成，而且让人梦中惊醒的又是刺耳的角声。这怎么不令作客之人为之心碎呢？",宋代,苏轼,思念
49670,蝶恋花·记得画屏初会遇,记得画屏初会遇。好梦惊回，望断高唐路。燕子双飞来又去。纱窗几度春光暮。那日绣帘相见处。低眼佯行，笑整香云缕。敛尽春山羞不语。人前深意难轻诉。,"记得当初画屏前相遇。夜间好梦，忽儿在幽会，恋情绵绵，难忘高唐路。燕子双双，飞来又飞去，碧绿纱窗，几度春光已逝去。
在那天，绣帘相见处，低头假意走过，笑弄鬓发如云缕一般。紧锁着秀眉，娇羞不开口，陌生人前，深情难以倾诉。",宋代,苏轼,爱情
49671,蝶恋花·昨夜秋风来万里,昨夜秋风来万里。月上屏帏，冷透人衣袂。有客抱衾愁不寐。那堪玉漏长如岁。羁舍留连归计未。梦断魂销，一枕相思泪。衣带渐宽无别意。新书报我添憔悴。,"昨夜的秋风好似来自万里之外的家乡。月亮攀上了寝息之所的帷帐，冷气透入人的衣袖。在异乡作客的我抱着被子愁得睡不着觉。更哪能忍受漏壶一滴滴的声音，越发觉得长夜漫漫。
寄居他乡回家的日子遥遥无期。梦里醒来凄绝伤神，一觉醒来满面都是相思的泪水。衣带渐渐宽松，不为别的什么。只为新到的书信，又平添了许多憔悴。",宋代,苏轼,思乡
49671,蝶恋花·昨夜秋风来万里,昨夜秋风来万里。月上屏帏，冷透人衣袂。有客抱衾愁不寐。那堪玉漏长如岁。羁舍留连归计未。梦断魂销，一枕相思泪。衣带渐宽无别意。新书报我添憔悴。,"昨夜的秋风好似来自万里之外的家乡。月亮攀上了寝息之所的帷帐，冷气透入人的衣袖。在异乡作客的我抱着被子愁得睡不着觉。更哪能忍受漏壶一滴滴的声音，越发觉得长夜漫漫。
寄居他乡回家的日子遥遥无期。梦里醒来凄绝伤神，一觉醒来满面都是相思的泪水。衣带渐渐宽松，不为别的什么。只为新到的书信，又平添了许多憔悴。",宋代,苏轼,婉约
49679,念奴娇·中秋,凭高眺远，见长空万里，云无留迹。桂魄飞来，光射处，冷浸一天秋碧。玉宇琼楼，乘鸾来去，人在清凉国。江山如画，望中烟树历历。我醉拍手狂歌，举杯邀月，对影成三客。起舞徘徊风露下，今夕不知何夕？便欲乘风，翻然归去，何用骑鹏翼。水晶宫里，一声吹断横笛。,"置身高楼，凭高看去，中秋的月夜，长空万里无云，显得更为辽阔无边。月亮的光辉从天上照射下来，使秋天的碧空沉浸在一片清冷之中。在月宫的琼楼玉宇上，仙女们乘鸾凤自由自在地来来往往，我向往月宫中的清净自由，秀丽的江山像图画般的美丽，看过去在朦胧的月色里，树影婆娑。
现在我把天上的明月和身边自己的影子当成知心朋友和他一起起舞，希望愉快地度过如此良宵，邀月赏心，用酒浇愁，但悲愁还在。不要辜负了这良辰美景，此时此刻，唯有月亮才是我的知音，渴望乘风归去，在明净的月宫里，把横笛吹得响彻云霄，唤起人们对美好境界的追求和向往。",宋代,苏轼,中秋节
49691,定风波·红梅,好睡慵开莫厌迟。自怜冰脸不时宜。偶作小红桃杏色，闲雅，尚馀孤瘦雪霜姿。休把闲心随物态，何事，酒生微晕沁瑶肌。诗老不知梅格在，吟咏，更看绿叶与青枝。,"不要厌烦贪睡的红梅久久不能开放，只是爱惜自己不合时宜。偶尔是淡红如桃杏色，文静大放，偶尔疏条细枝傲立于雪霜。
红梅本具雪霜之质，不随俗作态媚人，虽呈红色，形类桃杏，乃是如美人不胜酒力所致，未曾堕其孤洁之本性。石延年根本不知道红梅的品格，只看重绿叶与青枝。",宋代,苏轼,咏物
49691,定风波·红梅,好睡慵开莫厌迟。自怜冰脸不时宜。偶作小红桃杏色，闲雅，尚馀孤瘦雪霜姿。休把闲心随物态，何事，酒生微晕沁瑶肌。诗老不知梅格在，吟咏，更看绿叶与青枝。,"不要厌烦贪睡的红梅久久不能开放，只是爱惜自己不合时宜。偶尔是淡红如桃杏色，文静大放，偶尔疏条细枝傲立于雪霜。
红梅本具雪霜之质，不随俗作态媚人，虽呈红色，形类桃杏，乃是如美人不胜酒力所致，未曾堕其孤洁之本性。石延年根本不知道红梅的品格，只看重绿叶与青枝。",宋代,苏轼,梅花
49695,南乡子·梅花词和杨元素,寒雀满疏篱，争抱寒柯看玉蕤。忽见客来花下坐，惊飞。蹋散芳英落酒卮。痛饮又能诗，坐客无毡醉不知。花尽酒阑春到也，离离。一点微酸已著枝。,"疏疏的篱笆上，满是冬天的麻雀。它们争着飞到梅花树，欣赏白玉一样的梅花。忽见一群吃酒客人，来到梅花树下，麻雀惊飞踏散梅花，梅花落到酒杯里。
使君痛饮又能诗，醉后的客人坐雪地，雪水融化也不知。酒已饮尽，花已赏够，春天悄悄来到人间。请看，离离一丝暖气，已经附着梅花枝。",宋代,苏轼,咏物
49695,南乡子·梅花词和杨元素,寒雀满疏篱，争抱寒柯看玉蕤。忽见客来花下坐，惊飞。蹋散芳英落酒卮。痛饮又能诗，坐客无毡醉不知。花尽酒阑春到也，离离。一点微酸已著枝。,"疏疏的篱笆上，满是冬天的麻雀。它们争着飞到梅花树，欣赏白玉一样的梅花。忽见一群吃酒客人，来到梅花树下，麻雀惊飞踏散梅花，梅花落到酒杯里。
使君痛饮又能诗，醉后的客人坐雪地，雪水融化也不知。酒已饮尽，花已赏够，春天悄悄来到人间。请看，离离一丝暖气，已经附着梅花枝。",宋代,苏轼,梅花
49697,南乡子·重九涵辉楼呈徐君猷,霜降水痕收。浅碧鳞鳞露远洲。酒力渐消风力软，飕飕。破帽多情却恋头。佳节若为酬。但把清尊断送秋。万事到头都是梦，休休。明日黄花蝶也愁。,"深秋霜降时节，水位下降，远处江心的沙洲都露出来了。酒力减退了，才觉察到微风吹过，让人觉得凉飕飕的。破帽却多情留恋，不肯被风吹落。
重阳节如何度过，只借酒消忧，打发时光而已，世间万事都是转眼成空的梦境，因而不要再提往事。重阳节后菊花色香均会大减，连迷恋菊花的蝴蝶，也会感叹发愁了。",宋代,苏轼,秋天
49697,南乡子·重九涵辉楼呈徐君猷,霜降水痕收。浅碧鳞鳞露远洲。酒力渐消风力软，飕飕。破帽多情却恋头。佳节若为酬。但把清尊断送秋。万事到头都是梦，休休。明日黄花蝶也愁。,"深秋霜降时节，水位下降，远处江心的沙洲都露出来了。酒力减退了，才觉察到微风吹过，让人觉得凉飕飕的。破帽却多情留恋，不肯被风吹落。
重阳节如何度过，只借酒消忧，打发时光而已，世间万事都是转眼成空的梦境，因而不要再提往事。重阳节后菊花色香均会大减，连迷恋菊花的蝴蝶，也会感叹发愁了。",宋代,苏轼,写景
49698,南乡子·送述古,回首乱山横。不见居人只见城。谁似临平山上塔，亭亭。迎客西来送客行。归路晚风清。一枕初寒梦不成。今夜残灯斜照处，荧荧。秋雨晴时泪不晴。,"回头看横亘的远山，已看不见城中的人影，只隐隐看见一座城。谁像那临平山上的高塔，亭亭伫立，迎送往来的客人。
回家的路上，晚风凄清，枕上初寒，难以入眠。今夜残灯斜照，微光闪烁，秋雨虽停但泪还未尽。",宋代,苏轼,送别
49698,南乡子·送述古,回首乱山横。不见居人只见城。谁似临平山上塔，亭亭。迎客西来送客行。归路晚风清。一枕初寒梦不成。今夜残灯斜照处，荧荧。秋雨晴时泪不晴。,"回头看横亘的远山，已看不见城中的人影，只隐隐看见一座城。谁像那临平山上的高塔，亭亭伫立，迎送往来的客人。
回家的路上，晚风凄清，枕上初寒，难以入眠。今夜残灯斜照，微光闪烁，秋雨虽停但泪还未尽。",宋代,苏轼,思念
49700,南乡子·和杨元素时移守密州,东武望余杭，云海天涯两渺茫。何日功成名遂了，还乡，醉笑陪公三万场。不用诉离觞，痛饮从来别有肠。今夜送归灯火冷，河塘，堕泪羊公却姓杨。,"东武和余杭两地相望，但见远隔天涯云海茫茫。不知什么时候才能功成名就，衣锦还乡，到那时我与你同笑长醉三万场。
不用像世俗的样子用酒来诉说离情别绪，痛快的饮宴从来都另有缘由。今夜拿着残灯送你归去，走过河塘，恍惚间见落泪如羊祜的却是你杨元素啊。",宋代,苏轼,思念
49700,南乡子·和杨元素时移守密州,东武望余杭，云海天涯两渺茫。何日功成名遂了，还乡，醉笑陪公三万场。不用诉离觞，痛饮从来别有肠。今夜送归灯火冷，河塘，堕泪羊公却姓杨。,"东武和余杭两地相望，但见远隔天涯云海茫茫。不知什么时候才能功成名就，衣锦还乡，到那时我与你同笑长醉三万场。
不用像世俗的样子用酒来诉说离情别绪，痛快的饮宴从来都另有缘由。今夜拿着残灯送你归去，走过河塘，恍惚间见落泪如羊祜的却是你杨元素啊。",宋代,苏轼,友情
49708,南歌子·游赏,山与歌眉敛，波同醉眼流。游人都上十三楼。不羡竹西歌吹、古扬州。菰黍连昌歜，琼彝倒玉舟。谁家水调唱歌头。声绕碧山飞去、晚云留。,"山色与歌女黛眉浓聚一样绿，碧波就像人的朦胧醉眼一样流。人们都爱登上十三楼，不再羡慕竹西歌吹的古扬州。
菰米软糕菖蒲菜，玉壶向玉杯倾倒着美酒。不知谁家唱起水调歌头，歌声绕着青山飞去晚云又将它挽留。",宋代,苏轼,端午节
49708,南歌子·游赏,山与歌眉敛，波同醉眼流。游人都上十三楼。不羡竹西歌吹、古扬州。菰黍连昌歜，琼彝倒玉舟。谁家水调唱歌头。声绕碧山飞去、晚云留。,"山色与歌女黛眉浓聚一样绿，碧波就像人的朦胧醉眼一样流。人们都爱登上十三楼，不再羡慕竹西歌吹的古扬州。
菰米软糕菖蒲菜，玉壶向玉杯倾倒着美酒。不知谁家唱起水调歌头，歌声绕着青山飞去晚云又将它挽留。",宋代,苏轼,抒情
49710,南歌子·寓意,雨暗初疑夜，风回忽报晴。淡云斜照著山明。细草软沙溪路、马蹄轻。卯酒醒还困，仙材梦不成。蓝桥何处觅云英。只有多情流水、伴人行。,"下雨了，天色暗了下来，一开始怀疑是夜色降临。雨过后，风儿转了向，忽然向人们报告天已放晴的好消息。天空飘着淡淡的云彩，殷红的夕阳挂在山峰上，显得一片明朗。一丛丛小草、柔软的沙地、溪边的山路，轻捷的马蹄。
早上从酒中醒来，却还感到疲困，还得马不停蹄，而不能歇息下来做个美梦。虽然身在蓝桥，但是哪里找得到梦中情人，只有多情的流水陪伴着人行走。",宋代,苏轼,写景
49718,西江月·咏梅,马趁香微路远，沙笼月淡烟斜。渡波清彻映妍华。倒绿枝寒凤挂。挂凤寒枝绿倒，华妍映彻清波。渡斜烟淡月笼沙。远路微香趁马。,"马追赶，香微吹，路遥远，沙笼罩，月淡照，炊烟斜。渡水清彻映照着美艳的梅花。倒垂着的绿枝，深寒的凤栖在上头。
凤栖在寒枝上与绿树相映。鲜艳梅花映照着透彻的清波。渡口斜烟，蒙着淡月，托着笼沙。远远的道上，微微的香气，追赶着马儿。",宋代,苏轼,梅花
49719,阳羡歌·山秀芙蓉,山秀芙蓉，溪明罨画。真游洞穴沧波下。临风慨想斩蛟灵。长桥千载犹横跨。解佩投簪，求田问舍。黄鸡白酒渔樵社。元龙非复少时豪，耳根洗尽功名话。,"山青芙蓉美，水明俨如画，仙游岩洞水波间。临风慨叹遥想，周处当年斩蛟灵，长桥千载尤横跨。
解绶带投冠簪，归隐躬耕田间，黄鸡白酒渔樵社。陈登不复少壮豪，耳边再无功名噪。",宋代,贺铸,写景
49721,鹧鸪天·佳人,罗带双垂画不成。殢人娇态最轻盈。酥胸斜抱天边月，玉手轻弹水面冰。无限事，许多情。四弦丝竹苦丁宁。饶君拨尽相思调，待听梧桐叶落声。,"双双垂下的“罗带”飘柔而美丽，连画都比不上。娇艳的姿色迷人，飘然得不能再轻盈了。洁白细嫩的手指，轻弹琵琶，发出如“水面冰”滑的声音，
事很多，情也很多。琵琶弹奏出的音乐声响中有你的愁绪。尽管你弹完相思调，但你这是单相思。请你等待着秋天的来临，听我弹拨那“梧桐落叶”的琵琶声吧！",宋代,苏轼,写人
49733,谢池春·残寒销尽,残寒销尽，疏雨过，清明后。花径敛余红，风沼萦新皱。乳燕穿庭户，飞絮沾襟袖。正佳时，仍晚昼。著人滋味，真个浓如酒。频移带眼，空只恁、厌厌瘦。不见又思量，见了还依旧。为问频相见，何似长相守？天不老，人未偶。且将此恨，分付庭前柳。,"冬日的残寒散尽，小雨过去，已到了清明之后。花间的小径聚敛着残余的落红，微风吹过池沼萦绕起新的波绉，小燕子在庭院门窗间穿飞，飘飞的柳絮沾上了衣襟两袖。正是一年中最美妙的时候，夜晚连着白昼。令人感到滋味深厚，真个是浓似醇酒。
频繁地移动腰带的空眼，只是那么白白眼看着病恹恹地消瘦，不见她却又相思，见了她却还是分离，相思依旧。为此要问与其频频相见，何如永远亲密厮守？天公无情天不老，人有情却落得孤独无偶，这份相思别恨谁理解，姑且将它交托庭前的杨柳。",宋代,李之仪,离别
49753,卜算子·我住长江头,我住长江头，君住长江尾。日日思君不见君，共饮长江水。此水几时休，此恨何时已。只愿君心似我心，定不负相思意。,"我居住在长江上游，你居住在长江尾底。日日夜夜想你，却不能见你，你和我啊...同饮一江绿水，两情相爱相知。
悠悠不尽的江水什么时候枯竭，别离的苦恨，什么时候消止。只愿你的心，如我的心相守不移，就不会辜负了我一番痴恋情意。",宋代,李之仪,婉约
49753,卜算子·我住长江头,我住长江头，君住长江尾。日日思君不见君，共饮长江水。此水几时休，此恨何时已。只愿君心似我心，定不负相思意。,"我居住在长江上游，你居住在长江尾底。日日夜夜想你，却不能见你，你和我啊...同饮一江绿水，两情相爱相知。
悠悠不尽的江水什么时候枯竭，别离的苦恨，什么时候消止。只愿你的心，如我的心相守不移，就不会辜负了我一番痴恋情意。",宋代,李之仪,思念
49753,卜算子·我住长江头,我住长江头，君住长江尾。日日思君不见君，共饮长江水。此水几时休，此恨何时已。只愿君心似我心，定不负相思意。,"我居住在长江上游，你居住在长江尾底。日日夜夜想你，却不能见你，你和我啊...同饮一江绿水，两情相爱相知。
悠悠不尽的江水什么时候枯竭，别离的苦恨，什么时候消止。只愿你的心，如我的心相守不移，就不会辜负了我一番痴恋情意。",宋代,李之仪,爱情
49754,忆秦娥·用太白韵,清溪咽。霜风洗出山头月。山头月。迎得云归，还送云别。不知今是何时节。凌歊望断音尘绝。音尘绝。帆来帆去，天际双阙。,清澈的溪水呜咽着，霜风吹散了云洗出山头的月亮。山头的月亮，将云迎接回来，又将云送走。不知道今天是什么时节。在凌霄台上眺望，没有音信。帆船来来往往，天边是帝王的住所。,宋代,李之仪,写景
49754,忆秦娥·用太白韵,清溪咽。霜风洗出山头月。山头月。迎得云归，还送云别。不知今是何时节。凌歊望断音尘绝。音尘绝。帆来帆去，天际双阙。,清澈的溪水呜咽着，霜风吹散了云洗出山头的月亮。山头的月亮，将云迎接回来，又将云送走。不知道今天是什么时节。在凌霄台上眺望，没有音信。帆船来来往往，天边是帝王的住所。,宋代,李之仪,思乡
49789,南乡子·端午,小雨湿黄昏。重午佳辰独掩门。巢燕引雏浑去尽，销魂。空向梁间觅宿痕。客舍宛如村。好事无人载一樽。唯有莺声知此恨，殷勤。恰似当时枕上闻。,"端午佳节的黄昏被绵绵小雨浸润，我寂落的独自轻掩门扉。梁间的燕子带着它的雏鸟全都离开了，面对如此冷清的雨夜怎不让人黯然销魂，只能徒劳的向梁间寻觅燕子往日栖息的痕迹，怀念一下往日热闹欢欣的时光。
旅居的客舍就好像乡野山村一样，有了喜悦的事情也没有人共饮一杯。这种没有知音好友分享陪伴的遗憾，只有黄莺的啼鸣了解，所以才殷勤的鸣叫安慰着我，就好像往日美好时光中在梦中、枕上听到的一样。",宋代,李之仪,端午节
49824,虞美人·寄公度,芙蓉落尽天涵水，日暮沧波起。背飞双燕贴云寒，独向小楼东畔、倚阑看。浮生只合尊前老，雪满长安道。故人早晚上高台，赠我江南春色、一枝梅。,"荷花落尽天连着水，暮色苍茫烟波随风起。分飞的双燕紧贴着寒云，我独上小楼东边倚栏观看。
短暂浮生在醉酒中衰老，转眼间大雪盖满京城道。远方友人也定会登台凝望，寄给我一枝江南春梅。",宋代,舒亶,思念
49824,虞美人·寄公度,芙蓉落尽天涵水，日暮沧波起。背飞双燕贴云寒，独向小楼东畔、倚阑看。浮生只合尊前老，雪满长安道。故人早晚上高台，赠我江南春色、一枝梅。,"荷花落尽天连着水，暮色苍茫烟波随风起。分飞的双燕紧贴着寒云，我独上小楼东边倚栏观看。
短暂浮生在醉酒中衰老，转眼间大雪盖满京城道。远方友人也定会登台凝望，寄给我一枝江南春梅。",宋代,舒亶,写景
49867,念奴娇·断虹霁雨,八月十七日，同诸生步自永安城楼，过张宽夫园待月。偶有名酒，因以金荷酌众客。客有孙彦立，善吹笛。援笔作乐府长短句，文不加点。断虹霁雨，净秋空，山染修眉新绿。桂影扶疏，谁便道，今夕清辉不足？万里青天，姮娥何处，驾此一轮玉。寒光零乱，为谁偏照醽醁？年少从我追游，晚凉幽径，绕张园森木。共倒金荷，家万里，难得尊前相属。老子平生，江南江北，最爱临风笛。孙郎微笑，坐来声喷霜竹。,"雨后新晴，天边出现一道彩虹，万里秋空一片澄明。如秀眉的山峦经过雨水的冲刷，仿佛披上了新绿的衣服。月中的桂树还很茂密，怎么能说今夜的月色不明亮呢？万里的晴天，嫦娥在何处？她驾驶着这一轮圆月，在夜空驰骋。月光寒冷，为谁照射在这坛美酒上？
一群年轻人伴我左右，在微凉的晚风中踏着幽寂的小径，走进长满林木的张家小园，畅饮欢谈。让我们斟满手中的金荷叶杯，虽然离家万里，可是把酒畅饮的欢聚时刻实在难得。老夫我一生漂泊，走遍大江南北，最喜欢听临风的霜笛。孙郎听后，微微一笑，吹出了更加悠扬的笛声。",宋代,黄庭坚,写景
49871,满庭芳·茶,北苑春风，方圭圆璧，万里名动京关。碎身粉骨，功合上凌烟。尊俎风流战胜，降春睡、开拓愁边。纤纤捧，研膏浅乳，金缕鹧鸪斑。相如，虽病渴，一觞一咏，宾有群贤。为扶起灯前，醉玉颓山。搜搅胸中万卷，还倾动、三峡词源。归来晚，文君未寐，相对小窗前。,"北苑茶山春风浮动，茶饼形状万千，方的如圭器，圆的如璧玉，都十分珍贵。茶饼被研磨地粉碎，进奉御用，可谓有功社稷，可与凌烟阁中为国粉身碎骨的忠臣功德并列。这茶又能战胜酒醉风流，解除春天的睡衣，清神醒脑，排忧解愁。纤纤玉指，研茶沏水，捧精美茶盏，茶盏绣着金边，纹色如鹧鸪鸟的羽毛。
司马相如虽有渴疾，一觞一咏，引来群贤宾客。相如起做灯前，酒兴文采，风姿挺秀。竭尽胸中万卷诗篇，文辞充沛，犹如三峡落水。相如酒醉，很晚才归家，文君并没入寝，两人相对，坐在小窗前面。",宋代,黄庭坚,咏物
49884,定风波·次高左藏使君韵,万里黔中一漏天，屋居终日似乘船。及至重阳天也霁，催醉，鬼门关外蜀江前。莫笑老翁犹气岸，君看，几人黄菊上华颠？戏马台南追两谢，驰射，风流犹拍古人肩。,"黔中阴雨连绵，仿佛天漏，遍地都是水，终日被困家中，犹如待在一艘破船上。久雨放晴，又逢重阳佳节，在蜀江之畔，畅饮狂欢。
不要取笑我，虽然年迈但气概仍在。请看，老翁头上插菊花者有几人呢？吟诗填词，堪比戏马台南赋诗的两谢。骑马射箭，纵横驰骋，英雄直追古时风流人物。",宋代,黄庭坚,励志
49913,清平乐·春归何处,春归何处。寂寞无行路。若有人知春去处。唤取归来同住。春无踪迹谁知。除非问取黄鹂。百啭无人能解，因风飞过蔷薇。,"春天回到了哪里？找不到它的脚印，四处一片沉寂，如果有人知道春天的消息，喊它回来同我们住在一起。
谁也不知道春天的踪迹，要想知道，只有问一问黄鹂。那黄鹂千百遍地宛转啼叫，又有谁能懂得它的意思？看吧，黄鹂鸟趁着风势，飞过了盛开的蔷薇。",宋代,黄庭坚,婉约
49960,虞美人·宜州见梅作,天涯也有江南信。梅破知春近。夜阑风细得香迟。不道晓来开遍、向南枝。玉台弄粉花应妒。飘到眉心住。平生个里愿杯深。去国十年老尽、少年心。,在宜州看到梅花开放，知道春天即将来临。夜尽时，迟迟闻不到梅花的香味，以为梅花还没有开放；早晨起来，才发现在面南的枝条上已开满了梅花，真是没有想到。女子在镜台前化妆，引起了梅花的羡妒，就飘落在她的眉心上。要在平常见到这种景象，便希望畅怀酣饮；现在就不同了，自从被贬离开汴京，十年来，那种青年人的情怀、兴致已经不存在了。,宋代,黄庭坚,咏物
49960,虞美人·宜州见梅作,天涯也有江南信。梅破知春近。夜阑风细得香迟。不道晓来开遍、向南枝。玉台弄粉花应妒。飘到眉心住。平生个里愿杯深。去国十年老尽、少年心。,在宜州看到梅花开放，知道春天即将来临。夜尽时，迟迟闻不到梅花的香味，以为梅花还没有开放；早晨起来，才发现在面南的枝条上已开满了梅花，真是没有想到。女子在镜台前化妆，引起了梅花的羡妒，就飘落在她的眉心上。要在平常见到这种景象，便希望畅怀酣饮；现在就不同了，自从被贬离开汴京，十年来，那种青年人的情怀、兴致已经不存在了。,宋代,黄庭坚,梅花
49990,品令·茶词,凤舞团团饼。恨分破、教孤令。金渠体净，只轮慢碾，玉尘光莹。汤响松风，早减了、二分酒病。味浓香永。醉乡路、成佳境。恰如灯下，故人万里，归来对影。口不能言，心下快活自省。,"几只凤凰在凤饼茶上团团飞舞。只恨有人将茶饼掰开，凤凰各分南北，孤孤零零。将茶饼用洁净的金渠细心碾成琼粉玉屑，但见茶末成色纯净，清亮晶莹。加入好水煎之，汤沸声如风过松林，已经将酒醉之意减了几分。
煎好的茶水味道醇厚，香气持久。饮茶亦能使人醉，但不仅无醉酒之苦，反觉精神爽朗，渐入佳境。就好比独对孤灯之时，故人从万里之外赶来相逢。此种妙处只可意会，不可言传，惟有饮者才能体会其中的情味。",宋代,黄庭坚,咏物
49990,品令·茶词,凤舞团团饼。恨分破、教孤令。金渠体净，只轮慢碾，玉尘光莹。汤响松风，早减了、二分酒病。味浓香永。醉乡路、成佳境。恰如灯下，故人万里，归来对影。口不能言，心下快活自省。,"几只凤凰在凤饼茶上团团飞舞。只恨有人将茶饼掰开，凤凰各分南北，孤孤零零。将茶饼用洁净的金渠细心碾成琼粉玉屑，但见茶末成色纯净，清亮晶莹。加入好水煎之，汤沸声如风过松林，已经将酒醉之意减了几分。
煎好的茶水味道醇厚，香气持久。饮茶亦能使人醉，但不仅无醉酒之苦，反觉精神爽朗，渐入佳境。就好比独对孤灯之时，故人从万里之外赶来相逢。此种妙处只可意会，不可言传，惟有饮者才能体会其中的情味。",宋代,黄庭坚,思念
50036,望江东·江水西头隔烟树,江水西头隔烟树。望不见、江东路。思量只有梦来去。更不怕、江阑住。灯前写了书无数。算没个、人传与。直饶寻得雁分付。又还是、秋将暮。,"站在西岸向东岸眺望，视线被如烟似雾的树林隔断，看不到江东路上走来的情人。我想只有在梦中往来相会，才不怕被江水阻拦。
灯下写了无数封情书，但想来想去找不到传递的人。即使想托付鸿雁传信，可是已是秋末了，时间太晚了。",宋代,黄庭坚,抒情
